Value for money,specially the Rose Gold Model Best camera at this price life awesome Quick Charge in all its the best you can get at this price it
Brilliant phone,Everything is amazing
Best,Good quality
Fantastic phone,Superb phone no comparison in k range Best premium build quality
Worth of money,Very good
Average product fast charging but still lots of time No gorilla glass,Ridiculously low battery performance Screen on time is somewhere close to may be less I m it to Its average device
Good phone,Nice specification with this price
Very bad mobile,I bought this phone but it is not good
and good,Good cam and performance
great phone at its price range camera cool look,Great phone at its price range camera cool look tough display camera is too good over all performance X Rose Gold
Not up to,Fast phone Camera is very poor
Nice phone,Best phone
something find phone,we find out on snap deal this product i like phone nice offer also on snap deal so i like to thank snap deal team
Perfect product easy to use design and display,Awesome piece phone
Amazing,Its a nice Android phone big in size and good display quality Thanks to for my first wonderful experience
thanks for,excellent thanks for ur quick
,Just lovely rocking
Good phone in this budget,
It since day,It as you put sum in it
Amazing,Rate Shipping Speed everything amazing
Good product,Valuable in valuable money to compare other
Value for money,Good performance
,Nice phone
a perfect phone I bought till date,We get lot of Nice look Great performance I like it
Good Phone,Battery backup is not very good Camera average Good for
good work in this mobile,nice work in this mobile
Average phone,
PRO Awesome Phone,This Is an awesome Phone with Worth Price Tag
Awesome Product,You cannot expect a much better product other than this At this price the mobile phone performance is awesome The only flaw is that it no provision for extended memory as there is no card slot
good phone,phone is good batter must be more powerful there is not available audio jack
Dont go for this product,they give k recording but camera quality very bad i think camera is best better than this product mainly slow camera worst internal memory i got they
Good phone,Except battery
Nice remarkable,Good feature but this range it is not good
Good mobile,Nice mob
Super mobile,service is excellent
God phone but not good,Phone is great but image par tha side hi par black line phone feel a par m maza par day m par night m par wali but is
Internal memory,I am not satisfied memory available just more difference
Wonderful phone,Quick service Great product
Best phone in this budget,I am it for week works like charm
,best in camera display quality
Super phone,Very good I m this phone
,It s is good phone but no external memory slot
Good but not only,Battery is not much time running net
Excellent mobile for an unexpected price discount,Excellent mobile for an unexpected price discount
Good product,Very quick delivery
Excellent delivery within,Good product with releasable price
Good phone of given specification,Phone se battery life time charging time heat sab phone
,This phone is really smart and best in price and performance
Buy it without hesitation you love it,I never such a great phone from and I was totally when I used it for the first time may be new to market but I would say it s phone is equally good or even better than other known older like and in all the Battery faster than just over of moderate to heavy usage Except for that everything else is great is not working at times hope to get some update to solve it
best budget phone,I bought this phone on th and I really happy with this budget phone camera quality music player battery back up and fingerprint sensor are excellent of this phone
Value for money,Premium quality product
Good in this price,Super phone and everything also good
,Good phone
Fell free to use,Good mobile with previous y s i satisfied it
review about my purchase,havent received my yet please look forward to that
it nice phone in budget,Nice phone in budget
mobile,perfect mobile It is not just a mobile but a system great performance if you want to buy a smart phone this will be a great option
Very smart,Stylish
Its,Its
Smart,Camera quality good All are superb except battery it should be of at But still it is not bad
Its so good performance,Its so good
Good Phone,Good phone with type c charging option and good camera
Worth for your money,Good worth for your money Good looking
,This mobile phone is good work in no too any one part of this mobile
Best Phone in k range,This phone is best under k range Battery life is good it last full day Camera quality is
Paisa,Good product
Value for money phone,Very good phone at this price better than mi note and Dont for battery It is quite good and have fast charge which may u love camera superb no grab it good job
Value money,Excellent product in this price range
excellent superb,phone good
Top notch performer,I have been this gadget for a week now without any problem It stunning but the feeling is a bit on the lighter side The universal remote feature is a welcome worthy addition All the standard technical are above average for this price range The only shortcoming is it should have provided an usual memory slot anyhow though the internal memory of is nearly sufficient considering it is compatible with for transfer of bulky media if and when necessary Overall a very satisfactory feeling chosen this fairly new brand that luxurious yet cool on the pocket Hope it up the good work for long
,Its complete and very good phone which purchase from Thank you
I am i am day ago this mobile is very nice v happy a,Smart camera Fast charging key board
Good product,All are good but camera quality is not good as compare to or of same
s,Good phone Display touch excellent Camera Front very good Rear good OS excellent Speed excellent Look excellent Battery good Sound very good Weight lite Value for money very good
mast phone,tha
You enjoy this,The is an admirable It great performance and unique to the table especially when you consider its price point As a package the is hard to beat in its price segment in its price segment All metal design Good quality display with fluid touch response No heating Camera crisp in daylight but quality t consistent in low light Content streaming service is free with the device High quality audio output via tech One day battery life on moderate usage
Good Experience till now,I am still skeptical about the i have had a bad experience with So hopefully this phone would behave as it been till now Beautiful sturdy body nice good performance low light photography is pathetic but well you cant ask for the sky for k
Display not working properly,There is issue The st day itself I faced lot of issue fingerprint applied for Replacement on same day
Mobile,A mobile is very lite weight
awesome smarty phone killer look outstanding camera quality i love this mobile,good service
Super phone,Nice mobile
Camera is worthy,One of the best device in this price tag
Good at budget price,main camera not up to the mark Front camera is better Not good at low light photography RAM great performance even at heavy use good to last but not the best Fast charge feature it really fast with plug but charging is slow Sound quality and output is good with Atmos Video and graphics quality is really good can t be locked and other Gallery is not up to the mark and could improve fingerprint capture to unlock and click is perfect Call recorder t sync with and to choose to save os is not great and phone storage t serve good as system and leave you with odd media storage Navigation is not the best and All system lack which could have to increase user friendliness
Battery problem,Battery drain very fast
Awesome mobile,Awesome mobile in this price range
value for money,one f d best below
Good Value for money,I am very happy to buy this product
,Good service
About feedback,is genuine
Product is good,Good looking Good performance Average camera front camera is good facility Quick charging
J t,Superb phone at low cost in time free warm heavy use thanks to for giving at
Awesome Value for money,I was the order days later but received it next day itself It was pleasant surprise from Thank you so much is as value for money phone Happy with the purchase
Best phone in this budget,The phone is free from lag heating and the built quality is mind blowing I recommend to everyone who are looking for a best in this price segment
good but low,but less battery backup
BEST MOBILE IN THIS RANGE Of MONEY,Best best best best
mobile value for money,Very smart and super mobile phone
Nice phone,Very Good touch great look You can say perfect revert of your money
Nice one i like it,Best seller
Good phone in this range,decent Battery is very good camera awesome touch is awesome Drawback is u can t use ear phone and charging in the same time But can use wireless They are not giving ear phone
Nice and color,Good nice choice
Good phone,But better power better
singh,I like but I love box
Good phone with good,It s a good budget phone with it s camera is awesome one can go for it without hesitation
Unbelievable,It s amazing
Good phone,It s best phone on this price only display brightness are not working properly battery backup is no good must want to improve it s all in future over all phone is good on this price thank you
Good mobile,Best valued mobile for this price range
Nice and good,Value of money
Very disappointed with,I received the mobile shipment without at the time of order Sent so many E got nothing except false
Best budget mobile under k,Everything about is great except battery life They have provided at least considering the processor Snapdragon performance
Superb phone,for fast delivery
Burst product,Product is not good
Value for money,It s a nice phone with decent at given price
,excellent service smart and in time delivery very much satisfied with the service and the product as well thanks
After sale service i worst,Product is after service is worst Even after it was still showing pending for many days At I had faced some problem for I had tried to call many but every after waiting for to I have to up d call Worst service
Value for money,Nice phone best product
Best mobile in this price,Mobile is good all feature are very gud decent mobile decent look g network are also gud working no heating issue n best feature are also fast charging Its take only one n half hour for full charge Best mobile
Best phone ever,My selection was awesome
very nice product,Very nice product well satisfied with it I m
Best in,Powerful performance
Nice phone but some issue like memory,To increase the memory
Looking awesome,Value for money battery backup week camera not bad overall buy this Mobile looking awesome
,BATTERY PERFORMANCE ISSUE CONNECTIVITY ISSUE HEATING ISSUE
,Item than supply to me via postal service otherwise late can obtain
This phone is perfect for a power user only one problem is their that is memory,Camera quality is very good and is awesome all over is great
Good Mobile,Good Mobile to buy
Bill on mail,Dear team please sent the invoice copy on my mail on urgent basis
Lovely looking,This mobile phone looking is better
Good One,Can go for it
Just product,Not happy with the camera quality I am this and Mi i so I would say that Mi is way far better than this and both the cost almost same so better to go for Mi
I would recommend this product,hi I happy with product m not happy with shipping company you send they have my product for days They t even me for that but in the status they have mention that customer is not available
No price match done,Not at all happy with the support I don t want to buy any more from
BATTERY PROBLEM,This mobile comes with Battery But The Battery Drain Very Fast Over All Performance is very Good But there is a issue on the battery
Excellent product,Excellent product
Very good mobile phone,My mobile phone
mobile,The product is very good for its prize range The display touch speed camera everything is perfect only problem is battery By afternoon it is gone by after full charge But it with most of the smart so I don t mind it
Good better,Nice one Good performance
Nice product,If u can forget the small battery life then no other mobile in market can match this one in this price range
Awesome Phone,I have disappointed about delivery But the phone is like killer Battery Processor Display Graphics is very good under It s about hour to to percent fully charge Both Camera is very good
Nice product,Camera is excellent touch is good music sound quality all over mobile in this
Good worthy,Good worth for cost
,i ordered on to avail offer of discount on debit card but after the phone i for my offer and they and for proof how annoying is this this is totally a thing be aware of this situation and take a snapshot oh for keeping it proof before anything
Very good but few should improve,memory slot should be there jack
Nice mobile,So cool mobile
mobile,awesome product
This is the best phone you can get in this range,Elegant look good texture latest supersonic speed pleasing sound quality good choice on this budget owner
Best performance phone,Awesome camera best phone under k for
Mobile e,Fast delivery
Super excellent,Value of the money
Amazing phone,I m i m happy best phone
,Good mobile worth for spending
Value for Money,Excellent
Awesome product by,I love this product
Poor Product,Dual support does not work and also poor battery life Battery drained very fast signal strength is also very poor
Great mobile,Nice product great on time delivery
Bad product,is good in looking but not satisfactory in performance Insufficient Don t have Box t contain screen guard Less battery life as Poor operating function Hanging problem from the day Overall not satisfactory Not for
GOOD PRODUCT,NICE LITTLE BIT HEAT UP PROBLEM WHILE CHARGING ELSE VERY NICE FROM LAST MONTH
Good product in this value,not received so disappointed
he mere,Mobile theek he he mere Jo cover tha WO he fir replace v fir cover he mobile he or cover Ka he replace v ho he mere
Gio phone,Please provide a Gio also
Amazing superb nice phone,Phone look Camera quality Display clearing backup Sound quality Ram always free No heat problem No hanging problem Highly recommend for all
Good mobile but battery problem,Good mobile but battery problem
Amazing phone,M this phone from last few days It s worth in this range
Fabulous phone,Very good phone awesome battery backup only to it s fully
Very good mobile,Very nice mobile
Great Phone at great price,I am this phone since more then two and i had a good experience with this phone I don t know why people about its battery life but i am getting pretty decent battery life from this phone Battery i am getting to above of screen on time which of moderate gaming N O V A Clash Of Clan heavy use of twitter and music listening over data all the time on i always kept the and Data on frequent so i am pretty with its battery life Temperature The maximum temperature i during the is about and i think it is normal and the temp during the fast charging is about so there is no issue with my phone Camera Previously i used K Note and i was with the camera of that phone which had a shooter this phone camera and are saying that this camera quality is not i want to tell you that initially i used this phone i also thought that but when i the to my then i compare these to other camera and the quality of cam was really great but the low light should have been better And one more thing i that the mode in stock camera does not work at all it is useless so i have to use for effect The camera is very great in resolution and Beautiful with natural colors Processor and RAM As you already know that it and of RAM this configuration is just good does not need any more RAM or power it does a good job on daily and moderate to heavy gaming RAM management is very good until the screen is no but when the screen is off the os to kill the from the memory and also the and data in background i turned of the battery assistance and still i can not use my over night i have connection and leave the phone on over night and when i woke up in morning the status was waiting for network it can be fixed my a update And i found that many user can not from play store the mobile data so i am giving a tip to do that TIP FOR FROM PLAY STORE MOBILE DATA Go to click on setting icon in right upper corner and set the limit to NO Limit now you can and from play store mobile data Display The display in Low light is very good but in direct sunlight it is little bit dull I don t know about the Gorilla glass because a lot of people about screen cracking issue after dropping it from a height so i applied a tempered glass on the screen on first day Network There is no issue in network i am G and G both worked very well Getting around to of No issue on it at home no connection drop or anything like that lock is very fast almost instant all working properly blaster is a good feature it for over all i am very happy with its build quality of this phone and it is definitely a good buy for this price
Excellent,I add this mobile on as usual delivery on time and the mobile performance is good Front camera is excellent and battery backup also not bad overall phone performance of the phone is very good Best buy
Awesome one,It s very good one at this rate all main Thanks
No head phone,I a mobile s One head phone was given for free Presently no head phone is given from your end That is shocking Please consider the matter
Good phone in this range,Nice phone
Great service by,Considering the location of delivery which is in very remote area Although it is a bit late still Kudos to Team Keep working is fantastic product it s touch is like butter Sound is best in this price point
Best phone,Very Best mobile in this price
Good phone,Nice
Great service,On time delivery it was a surprise
Good phone,It value of money
battery issue,every thing of this phone excellent but battery are not very good
Just average,stopped working No update or reply from It s good not to choose this brand Battery is decent enough for a day n performance is quite good Only concern is service from the manufacturer
Best phone,One of the best phone Cheep price best performance
Good n genuine,Excellent deal
Good phone,It run soft but it s camera and are bad Sometimes it
Cool mobile under k,Good display good battery life fast charging is cool slim and stylish mobile finger print unlock works pretty well camera is moderate over all deal is good under k
Top notch,It s one of top quality product with this range and u can expect what a quality product response An amazing phone with amazing
Issue with Mobile Data network disable,I have received the phone on festival day so I felt very happy and phone was working fine but I have phone heating issue while charging felt it is known issue after few days of usage that data network connection is not disabled even I disabled it explicitly it causing my battery drain out fast So I to return the mobile I hope snap deal will take care of it
Worth every buck,This phone is a beast under the skin of beautiful design entrails savage hardware The phone never short of my expectation Except some minor Camera is pretty good in par with some of the flagship Fingerprint sensor is responsive Battery backup is as Display is perfect right level of colour saturation and sharpness There are display under the colour more for those who want a different shade of colour
Average Product,Not so good not so bad But i wish i could have bought good brand phone instead The phone to have with battery backup Also the speed is
Happy Customer,It was a gift for my And it to make him happy so up for
Good mobile,Nice mobile good time
Nice mobile to style,Choose better life
It s nice phone,It s really a nice phone I m happy to buy it at this negotiable price
Best phone at this range,phone nice camera display
definitely worth,its best among its class look is awesome battery backup is also good touch is fabulous will be so smooth that you will enjoy it Here are some necessary detail u should look before it its non only is free for use in it does not have a jack non removable battery its type
Nice Mobile,All over best Mobile in this price
Nice easy ti use,Goo for people buy
gud phone,Value for money it and instant delivery keep it up
GOOD SOUND PICTURE QUALITY,SPEED
Attractive device,I am quite happy with my new phone to
Good phone and value for the money,Really a good budget phone good camera but not in low light region or night good display quality have good ram superb for an other heavy have good battery life no need to say about looking good and amazing metallic body o think rose gold colour is more attractive than grey or gold overall at k its best phone now and also better than note of similar price but now have note all the of mi note have been covered in that so its to you i think you must goo for
Nice mobile,Nice mobile it s worth for k delivery is excellent
Awesome Cool,It is really awesome at this price
Nice product,Nice built quality Before time deliver
Good be s of was been so,Camera is not good
Good phone but some,This is a good phone but there are some st is no expendable memory slot and its battery backup is not more
looking is good and average camera and better performance,is very nice phone performance is very faster and great And many more
Best Product,Best Phone in the market and better than note
Nice product,deal
Bang for the buck,Design Built quality Powerful Processor Good battery backup Fast charging support Good front camera better than Average Primary camera No Micro support jack is not available
Awesome,Your are the best shopping Your service is super
Average phone at this price,At current price there are many option by many mobile Almost all are average and this is too Overall a average buy at this price
Great Phone in this price range With new update it works with,Camera and Display are little bit inferior It is not clear that display is provided with Corning Gorilla Glass
Good phone,Look wise good front camera quality is good rear camera quality is not good back cover is not good finger print sensor work well net work when I update the phone over all its a good phone at this price range
Perfect phone,Good phone
Very good product,thank you
Very good product It s worth money,Up till now I don t see any with this product There is only one downside I e battery capacity otherwise it s good
About phone,Mobile automatically locking while the phone and getting struck
Poor Camera everything else is fine,Camera quality is very poor everything else is fine
is good,is not there in box
dont buy camera its true and charging not more then,Display is too bad
Amazing product,Beginning of new generation
processor quick charge,i bought this with offer worth of money crispy display smooth touch quick charge is very is quick charge is there hot spot is very cool smooth with g speed best part is rose gold colour and metal body another bingo is light weight sleek design no other company metal body at this range and around small c converter cable comes with for ear phone both built with good quality fine with finger touch behind front camera is good than rear dont increase of quick charge facility up c type charging pin that not like i phone but u can insert up or down any side camera at night or in dim light keep phone in yr pocket dont be ear phone converter cable you have to carry small cable with you in pocket for music changer charger pin design is rare unique that u have to charger with you when coz u cant use normal charger
m happy with this product,Good product
Nice Mobile,It s amazing phone in budget with nice processor and no heating when I
Good one recommend,Nice phone
Good product for what it is worth,Have been s for over more than an year now and I am a happy owner I am the same with as well
it s but came is bad,Mobile performance is good gaming is good battery backup for day and around to screen on time with G data but the rear camera quality is very bad even my old g camera is better than this front camera is fine
great look,look is great and is awesome
I Like this product,I this product Snap deal service is also good
totally,i dont know about but in my handset no screen
phone,phone
Best working,It s is best working product
mobile,Good budget phone
Good product,Keep is best of look and performance
Nice product,Nice product
Bad service from,Sent me a defective product damage d screen when I to return they said only replacement no Disappointing service from
Very good experience,Very good experience
Average product,All good but Camera is missing
Amazing phone,Beautiful phone with amazing Battery yet to be tested Early delivery by more than days than Kudos to team Good be other soon
Nice budget mobile,Hi this is this phone is very decent Nice Must buy
Amazing Product,Amazing Product and with in the time delivery with good quality of
to be camera quality,No given with the
Nice phone,Great phone for a reasonable price
Let,Good phone
Very smart,I am first time a mobile on shopping i am satisfy of seller I am happy with Filling a good experience on shopping and mobile
good but not the Mark,handset show two but working only one wait camera but sub
Good product,Good phone for ur budget
Poor battery,Poor battery backup good camera good speed
Phone is good if you have good luck,Yes phone to be good but you have luck that you receive good piece I had ordered the mob on to get gift to my wife item in th as soon I it was booting on its own to times then after getting on it hanging I tried to cancel order get refund but their is no refund for this mob it can only be So I was forced to place an replacement order on the day I snap deal call them that the mobile was hanging right receipt hence be they told they will take my consider for refund They technician on th who after inspection certified the defect told it will be by snap deal as I the unit on advice of your call rep I myself the Job sheet after days courier guy took the mobile Then the replacement schedule after days after receipt I kept on calling call many times each one of then to consider for refund
great phone,its worth and really worth the price go for it my wife it in rose gold color
Heating,was rapidly heating up other than that everything fine
Good mobile for this price,Performance is good Only problem it s too heating problem
done a great job,The delivery was very much on time I am this phone already from last many and this phone indeed is a good deal Thank you for your and on time delivery
Good Budget phone within price range,Any one can go for it if memory not constrain
good mobile at this price,Good mobile at this price and worth for money Battery life is good Camera clarity is also good Thanks to for its wonderful delivery within days
Great phone,Camera good and sound quality betray backup bad I don t get a please give me
,Good but camera quality poor
L is Best Phone,nice phone
AWESOME PRODUCT,awesome delivery is also best
Good product,The product was on time and was working perfectly
good delivery and,good delivery and
Battery Performance,Very Poor Battery Performance Rest is fine
Awesome phone,Must buy coz no one giving such in same price
G phone in,This phone is truly g but battery backup is low
Except camera a good value for money buy,The phone above expectation in of design n performance but quite disappointedly when it comes to camera The lack the sharpness and the colour saturation also is bad The camera is not so great even after fiddling with the as in the auto it s not at all good The camera in comparison with other especially the mi note is quite poor Hope let does something about this otherwise good phone
product,I will only one thing that product is awesome Battery backup is good with more than backup Do not underestimate it by it with note Both are great device with their own I had watched too many But after getting device I can say that review was not fair about I am not a expert I am a user and lover of new and custom Just go for it without any doubt
Excellent Mobile Phone,Premium looking Phone Rose gold color is excellent G with Reliance Very smooth and feather touch operation Good crystal clear sound Fast charging Phone is getting from to in No hanging or heating Usable memory is only out of and it cannot be extended as there is no memory slot Single slot for both charging and Earphone with cable So you cannot hear when then Phone is Charging are not provided with the box
Nice phone and good looking camera,I recommend for the
Phone,Back camera is not as per expectation Rose Gold Colour really nice
Cool Phone,First of all thanks to for timely the Phone After Days i would like to say its a pretty cool phone in this range Only draw back is its battery it should be around for the inch screen One more problem was their that was not working My was but not working in I was not able to call to anyone and data also not working but after the phone for latest version its working fine I love this phone
Connectivity with Network,Not so user friendly and I am facing some Connectivity Price is comparatively low to other
Good mobile good sound good quality best in,I have used many but I t think is best in mobile sector with price and get one year membership
Very good mobile,Value for money
excellent in low range,Camera quality is good battery is good
Except it s just a great deal,It is just a great phone if some don t annoy you that much then go for it
HEATING IS PROBLEM,Heating is primarily problem
Good product,Good product
Item received,I m happy to receive the item intact
grade product,no memory expansion i e no card slot no support audio jack not there only after extension connected battery poor major drawback charging port is not common so will be able to charge by charger only not advisable to buy video quality good front camera of is better better to buy k note at this price or go for which are thousand with more compatible feature than
I WAS VERY HAPPY WITH MY NEW PHONE,Phone was awesome and I enjoy unbox
,kind of a mobile no separate slot for head
Good phone,Awesome phone
good,Good delivery before time good product
I like this product,Awesome phone
,Nice pick in good price
,Best phone
Good phone in this budget but battery is very poor,Good phone in this budget but battery is very poor And external memory is also weak point
Best product,Good service good product
Receive Good One,Receive product at good condition original no more repack or once Also I get discount Many other get up to discount in same site in various time but now this time its not bad local shop Thanks for
Super phone,
Not satisfied,Back camera is very poor quality note back camera is much more better than After upgrade works Unhappy with this product should drop its price
Great phone,Just love with this phone overall are amazing on time thanks to but the big problem is it was cash back on payment debit card but I t got my cash back till now
Paisa,I m very happy wid d product It is a phone worth praising Full paisa
Replacement not good,Snap deal is not giving any priority for the those giving for replacement they are taking long time to give any replay if please depend on their days replacement policy
Best phone in budget,This is a amazing phone in this price and camera is also good and fingerprint sensor and gyro sensor also good and this is among phone in this range
Good Product in mid range price,Good Product in mid range price
Not good as,two important No memory card slot support available memory around only not you should work with after installation No provision for memory addition battery cannot be phone is simply use and throw type is heating problem also
Value for money,I received the device today The phone is working well of now The display is crisp and perfect The battery life is quite good The phone a little bit while charging which is normal The phone quick charging I advice to use a tempered glass although Gorilla Glass is present The build quality is top notch The rose gold variant feminine star phone
Very good built works after system update,After the specs and device performance this was a very good buy for me this mobile tops other in comparison hope the upgrade is periodically
best,nice all are good
Great Phone,Nice phone decent phone
Best phone in the budget prompt delivery,Ordered this phone for my dad got the phone within days He was all excited quality of it is far better than other in this range Dual RAM display are few best of the I could list here Best value for money I must say
Best phone and good delivery,Snap delivery amazing
Really good,Overall good look performance and battery backup
Good phone,Good phone good camera
mobile best,Yes I happy for
The product is as given time,Nice value for money
Cell phone,Perfectly and before time Thanks for making your customer happy
Battery Backup is Major Issue in this Mobile,I am this phone from to days overall the of this mobile is superb but the major issue in this mobile is battery backup issue After charging this phone battery goes to within to needs to fix this
Good product,the deal
Value for money product,Value for money product
Awesome phone,Far from with
Light and stylish,Superb phone at this price range
Great phone,Mind blowing and lovely phone every specification was correct in this range that was a great phone camera its better than j camera and everything was better than j prime
PROMPT SERVICE,brought phone for my family great sleek look and great price too
Best mobile ever buy this,First i want to thanks Because his product very fast the day which given to me After one week review Now came to the mobile I think this mobile is the best mobile under this range or some higher range product Pro Snapdragon chip is best chip under this range Processor is very good Rear camera is quite good to compare Front camera also very good quality Battery back up also nice its going almost day And charging time is min which is very fast Pro External memory slot or hybrid slot is not present Earphone also not present
Good phone,Nice look and
Nice Product,It is really valued and nice Mobile for range I will give it for this mobile
Good,Phone Heating
white plastic cover is defective it traps infrared emitter Also it is not fit with phone,All is awesome Good charging good display But loose phone cover
No Battery Backup,Battery backup poor Rear camera not good
Perfect phone,Snap deal is perfect
Best phone,Good phone but only one problem that is jock system
Good Budget phone,Performance Fit and finish what you get is fantastic for the budget
Nice product,Really Happy Perfect Delivery
Shree cartridge point,Good but processor slow
,Very Good Mobile
delivery,very very
Nice mobile in this price range,done a good job in This is the phone which leaves the note far behind in many The quick charging feature is just awesome Build quality is very good a premium phone in hand The sound quality is excellent due to atmos One thing that i don t like much is the It is not a good but overall the phone is good enough in this price range
Good phone,Storage should be increase and phone is awesome
,Very slim n stylish phone full battery charge comes for I mainly use for moderate heavy use of n display is sharp n gud remote is awesome only drawback is type C jack hate it Rose red color in perfect for Over all recommend it
Camera quality,Front camera is better the rear one Being rear one should be better
Good product as,Thanks for shipping at
,Good looking
Be very Careful,First of all the product before time thanks to Gold service Now coming to product I hardly used it for a day It was working excellently Fingerprint camera and performance But next day what i found was vertical running all over the display inside and colors were gone I thought it might be a problem with the as the display was perfectly intact Thus i my phone several times but the result was same Several Vertical running all over the display Thus i decided to replace my product Now let s see how service really But be sure to test phone from every aspect within day return policy I was lucky that i got this problem within day THANKS
Average phone,Only one side speaker working No option for memory card No video calling on No separate audio Jack
Great Price with quick delivery Thanks,I am a regular shopper of I got this phone at a good price other than any shopping site This only with By which i got at some good on this phone This phone is awesome With this Price range Please post only genuine for I am regular shopper of even my first is ordered from is best Any product i from is good and worth for money Love you
Mobile,se jo mobile buy wo bahut he front camera must i like it
Excellent performance,Heavy running very smoothly Camera quality superb to other k Battery Only at night i plug my phone with charger even after use of good amount of g Look and feel Looking rose gold awesome texture interface reaction is good compare to
Such a,Believe me Order the device for an astonishingly Awesome Performance
Awesome mobile go for it,I am this mobile since I have for my family I will explain phone in Light weight Fast Charging Super fast membership Average battery to mi s and k Phone heating issue Totally this phone awesome in this price range l
Super Price,Awesome deal with shopping and I m love fast delivery service from thanks for providing me a good great
Waste of money,Red mi Note is far Not a good battery backup no memory
Good product,Display is good and good performance
I really like this phon its amazing,Good service
Nice phone but needs some improvement in display and camera,Overall gud phone but camera is not gud specially in low light performance is poor of picture are not impressive Screen display is also not as bright and crispy as in and But in this price range It may be gud choice Still exploring it for something different and amazing Which i haven t
Good product,Good product
NICE,i want to tell you that you don t need to have or buy if you have this phone It is also affordable There are some that memory can t be BUT it can be OTher THAN THAT it is very fantastic and phone You can buy it with out anyone s advice
Good mobile in low price,Very nice u buy now
,Paisa baar use Mind blowing
Valuable phone,Gud phone i like this phone
One of the best,First of all thanks to team for the early delivery of product I got d product as I had ordered it is the best at this budget stylish nice look camera is so nice sound quality is good All I can say is that it is a very nice product but there is no option for video call thanks once again
phone,to buy
good,value for money call support
Good phone Value for money,Phone is good On moderate usage it full day without charging The best feature is its processor Camera is The biggest demerit I found that if you do not have headphone then you have to connect your normal jack headphone through a connector which is provided inside the box I was however not satisfied with the must pay attention to it
Phone super,Your told debit card purchase is not reach to me
mobile phone feedback,i mobile phone last month and it is worth for the cost
As per first imperation it good still i have to use this as I got today itself,As per first imperation it good still i have to use this as I got today itself
good mobile,Nice mobile
phone,Great performance all thing is very gud this phone Only a camera is not gud at all
average phone,after days of use Camera performance could have been better with note camera Phone brightness is very less Display could have been better Good Phone speed is very good very fast Turbo charger it in an hour battery for with constant usage not video only and Suggestion Red mi note and g is always better option with this phone
Nice product,Nice
Perfect product,Nice product
Very gud mobile at this price,I this mobile It is fast and very handy The camera quality is gud for this price I would recommend this phone over which come at the same price
Battery life,phone mast par battery life sai V
All r good,think before no card slot jack Otherwise latest
not get good product,Phone look is good battery backup not good t get in and one side speaker t working
Amazing Handset,Very good handset Most interested BODY look
Just,I on first i would thank for the genuine and for their The phone is a excellent one for its price till the date premium from front i preferred to buy gold color but only silver and rose gold colors were available at that time so i for some days but gold was not back for purchase so i rose gold i thought rose gold color look girlish but its me By the technical side this comes with full display with snapdragon all in this price segment only snapdragon or coupled with of ram and battery Front camera is superb with and back camera is good with after all you will love its s over android and notification led is also available Everybody is the of slot and earphone jack both the thing is not a big deal for me after many and my all i still have free for me and for audio jack i connected my earphone with s audio connector which i got with this phone I m happy in all thank u thank u amazing Go for it
It was Awesome,very soon it is a very attractive product Thanks
Excellent product on this price,No doubt this is an excellent mobile within this price I really this product just because Very fast access gorgeous looking fast charging good battery backup all latest good camera and all And thanks to also for the mobile within days
,The was very good and delivery with a smart looking box
everything gud except the battery should have more powerful,Everything excellent except the battery should have more powerful
This product is Value for money,Before this phone I have gone through were not positive but I have seen processor os camera other which is best So I to buy this phone Now I have seen used all which are value for money
nice and genuine product,nice company good keep it up
is nice good camera good,This phone is superb camera is good all is good but one thing ram is free only to free although I have not any game
,It is awesome one Good in display fast ram camera superb only bad is charging wire material worst else good I recommend to all I give rating
Excellent Phone,Good performance phone in this price range but display quality should be much better in colors and sharpness
Purchase was excellent phone,Delivery was gud in one day and the phone performance is just awesome
,really this is too good mobile
,I it
Good experience,Product is good and the service was at its best for a speedy delivery Anyhow the courier guy was rude in his communication
That s good I said only fully covered my money,it
Good product but battery discharge immediately,Good product
,A Well Built Mobile Within the Budget Price with of Technology Added type C Quick Charge No Jack Technology For Lossless Audio Output Infrared Beam Shoot Out To Control Remotely any device Well Built In Graphics card with Snapdragon Processor Everything Was Good But Delivery By
really good phone,As compare to this phone is better stylish look great camera good battery expensive look
great phone at a affordable price and easily available,altogether the mobile is pretty good and have some really good specs at an affordable price but on long tern usage i found that phone may get and a slightly problem with the rear camera
great go for it,amazing product great quality super stylish very fast and efficient to use descent battery backup and good camera And thanks snap deal for fast advance delivery
Beast with beauty,Awesome mobile I got it two back One day deliver from kudos to Coming to the phone Best part of it is the screen and the performance So fast never The battery is capable to handle the beast Camera is good front cam is very good Scanner is very good It the touch of finger so fast Top of all the look is mind blowing My rating to this mobile is
good phone,good
,Camera quality average Everything else is good
,Battery does not last full day
Phone review,AWESOME PHONE MONEY
